model,granularity,query,rank,relevance_score,chunk_id,parent_chunk_id,source,text_preview
BAAI/bge-base-en-v1.5,512,What is bauxite used for?,7,0,chunk-6b69e965582a5ab2,chunk-c182fff5959a3615,Natural_Resources_India_wiki.pptx,". granular sillimanite is available in beach sands of south india. sillimanite refractory bricks are used in steel, glass and petrochemical industries"
BAAI/bge-base-en-v1.5,512,What is bauxite used for?,8,0,chunk-4fc7410fe2db65f9,chunk-8d04686b060b7bbf,Geography of Natural Resource and Management course code GeEs1019.pdf,". some common carbonate minerals include calcite, dolomite, and malachite. calcite – used to produce cement and agricultural lime dolomite – used to"
BAAI/bge-base-en-v1.5,512,What is bauxite used for?,9,0,chunk-b9247772844838d8,chunk-c267e4dafa697460,Geography of Natural Resource and Management course code GeEs1019.pdf,".  some minerals such as phosphates, nitrates, potash, and the like, are used for the production of fertilizers.  copper-brass lead, zinc, titanium "
BAAI/bge-base-en-v1.5,512,What is bauxite used for?,10,0,chunk-f97ef775e1d594ca,chunk-833efbb210e04104,CHAPTER 2.pdf,". minerals provide the material used to make most of the things of industrial – based society: roads, cars, computers, fertilizers, etc. demand for mi"
BAAI/bge-base-en-v1.5,512,Environmental impact of strip mining,1,1,chunk-ae0c053f4071dc18,chunk-95e0e1bfbcb77d03,Geography of Natural Resource and Management course code GeEs1019.pdf,". the removals cause changes in topography, result in dumping of wastes in other sites, dust at mines are likely to affect the air resource, even thou"
BAAI/bge-base-en-v1.5,512,Environmental impact of strip mining,2,1,chunk-f92262fbdca6daa4,chunk-c313aeab8879bde4,GEOG-502.pdf,". impact of minerals depletion the depletion of minerals has several impacts on the environment, economy, and society, including: environmental impact"
BAAI/bge-base-en-v1.5,512,Environmental impact of strip mining,3,1,chunk-025c1daa41e84a41,chunk-9696f6177cbc6974,GEOG-502.pdf,". the study evaluated factors such as land cover change, soil erosion, and water quality to identify potential environmental risks associated with the"
BAAI/bge-base-en-v1.5,512,Environmental impact of strip mining,4,1,chunk-8aabd4e5f06bcf4e,chunk-8b2f83ed9788c30d,1587401677_BA(H)-Psc-Eco-Eng-BA(P)-II-Natural_Resource.pdf,6. mining major effects of mining operations on forest and tribal people are: • mining from shallow deposits is done by surface mining while that from
BAAI/bge-base-en-v1.5,512,Environmental impact of strip mining,5,1,chunk-73bfba818ebdaa79,chunk-b2744f4b06d00fef,CHAPTER 2.pdf,. environmental degradation resulting from mining activity in general can be briefly enumerated as flows: 1.\ air pollution with dust and gases due to
BAAI/bge-base-en-v1.5,512,Environmental impact of strip mining,6,0,chunk-00ecdc7ce9c4d67d,chunk-f9e685267ca6de2c,CHAPTER 2.pdf,. 2.4.2. environmental effects of mineral extraction the scale and level of requirement of minerals have increased manifold in our country and it is h
BAAI/bge-base-en-v1.5,512,Environmental impact of strip mining,7,1,chunk-2b11b298bf37449f,chunk-8f7e5a5752239af1,CHAPTER 2.pdf,. 2.2.5. mining major effects of mining operations on forest and tribal people are: • mining from shallow deposits is done by surface mining while tha
BAAI/bge-base-en-v1.5,512,Environmental impact of strip mining,8,1,chunk-c95bb232b637a6bc,chunk-209053cd0210b383,GEOG-502.pdf,. unsustainable mining practices: many mining practices are environmentally unsustainable and can lead to the depletion of mineral resources. open-pit
BAAI/bge-base-en-v1.5,512,Environmental impact of strip mining,9,0,chunk-5730757cb2fdc5dd,chunk-fd2362dcdf41f2fd,GEOG-502.pdf,". sustainable mining practices: adopting sustainable mining practices that minimize the environmental impacts of mining, such as reducing waste genera"
BAAI/bge-base-en-v1.5,512,Environmental impact of strip mining,10,1,chunk-f53895edabc51b4a,chunk-040d783235f10b4e,Geography of Natural Resource and Management course code GeEs1019.pdf,".  the construction activities and urbanization processes coupled with the mining operations affect local streams through sediments, increased pollut"
BAAI/bge-base-en-v1.5,512,What are rare earth elements?,1,0,chunk-eb2ed4e471b68f25,chunk-23ab4d8ad53e1768,GEOG-502.pdf,"fundamentals of natural resource management uttarakhand open university unit 7 - resources depletion; soil, water, mineral, forests page 149 of 297 mi"
BAAI/bge-base-en-v1.5,512,What are rare earth elements?,2,0,chunk-693bfb09b81f8036,chunk-87d7b74119e772fc,Natural_Resources_wiki.txt,". these include land, water, air, rare-earth elements, and heavy metals including ores, such as gold, iron, copper, silver, etc. stage of development "
BAAI/bge-base-en-v1.5,512,What are rare earth elements?,3,0,chunk-39b5885f456bc950,chunk-6eaa36aec5252f9b,Geography of Natural Resource and Management course code GeEs1019.pdf,. many of them are important economically. they include the following groups of minerals. i. oxides: the oxides are a group of minerals that are compo
BAAI/bge-base-en-v1.5,512,What are rare earth elements?,4,1,chunk-8936f7280b474af1,chunk-e6aabbfcd28e2295,Geography of Natural Resource and Management course code GeEs1019.pdf,. native elements: the elements group includes over one hundred known minerals. many of the minerals in this class are composed of only one element. g
BAAI/bge-base-en-v1.5,512,What are rare earth elements?,5,0,chunk-581890c555d4a4ee,chunk-6eaa36aec5252f9b,Geography of Natural Resource and Management course code GeEs1019.pdf,". some have a metallic luster, some are clear and transparent. some representative oxide minerals include: hematite (ore of iron)- consisting of iron"
BAAI/bge-base-en-v1.5,512,What are rare earth elements?,6,0,chunk-e4ed4435b4e230c8,chunk-c4bee8fb1347feb2,GEOG-502.pdf,". here is a description of the identification of chemical elements and contaminants in the geochemical appraisal, along with references: identificatio"
BAAI/bge-base-en-v1.5,512,What are rare earth elements?,7,0,chunk-3ae05af7f8fa55b0,chunk-833efbb210e04104,CHAPTER 2.pdf,. more than two-thousand minerals have been identified and most of these contain inorganic compounds formed by various combinations of the eight eleme
BAAI/bge-base-en-v1.5,512,What are rare earth elements?,8,0,chunk-9a7a8861d7e68d6f,chunk-8f2417371fdf1a44,1587401677_BA(H)-Psc-Eco-Eng-BA(P)-II-Natural_Resource.pdf,". uranium, thorium, etc). metals (iron, copper, gold, silver, lead, zinc etc.), minerals and salts (carbonates, phosphates, nitrates etc.). once a non"
BAAI/bge-base-en-v1.5,512,What are rare earth elements?,9,0,chunk-54ff0cf333bec5eb,chunk-31f566c87a9c7801,Natural_Resources_India_wiki.pptx,". metallic minerals metallic minerals are the minerals which contain one or more metallic elements. they occur in rare, naturally formed concentration"
BAAI/bge-base-en-v1.5,512,What are rare earth elements?,10,1,chunk-887f1b4599d6ffdc,chunk-d94260e1b51fc54f,GEOG-502.pdf,". minerals and metals: these include metals like copper, iron, and aluminum, and minerals like gold, silver, and diamonds. they are used in a variety "
BAAI/bge-base-en-v1.5,512,Process of hydraulic fracturing,1,0,chunk-d406e7a85860c4d4,chunk-1cae0524b91c3e8d,GEOG-502.pdf,". for example volcanic eruption and earthquake events are the outcome of some events that take place inside the earth, while events like flood, drough"
BAAI/bge-base-en-v1.5,512,Process of hydraulic fracturing,2,1,chunk-65d64cb3855cd785,chunk-0a4a09682e156b8d,GEOG-502.pdf,. fig. 4.5 (h). fig: 4.5 source: prepared by author d) mud flow: mud flow is a flow of comparatively smaller size materials in which more than 50 perc
BAAI/bge-base-en-v1.5,512,Process of hydraulic fracturing,3,1,chunk-c5501f5871c0c5a6,chunk-ea9eb2fdebc6d048,GEOG-502.pdf,"fundamentals of natural resource management uttarakhand open university unit 7 - resources depletion; soil, water, mineral, forests page 144 of 297 hu"
BAAI/bge-base-en-v1.5,512,Process of hydraulic fracturing,4,0,chunk-4352eb12cbabf604,chunk-209053cd0210b383,GEOG-502.pdf,fundamentals of natural resource management uttarakhand open university unit 4: natural hazards and risk management page 91 of 297 stress. due to occu
BAAI/bge-base-en-v1.5,512,Process of hydraulic fracturing,5,0,chunk-21a98c8842f5b921,chunk-896258bf45c8af05,GEOG-502.pdf,"fundamentals of natural resource management uttarakhand open university unit-2 concept, models and approaches to natural resources management page 42 "
BAAI/bge-base-en-v1.5,512,Process of hydraulic fracturing,6,1,chunk-73bfba818ebdaa79,chunk-b2744f4b06d00fef,CHAPTER 2.pdf,. environmental degradation resulting from mining activity in general can be briefly enumerated as flows: 1.\ air pollution with dust and gases due to
BAAI/bge-base-en-v1.5,512,Process of hydraulic fracturing,7,0,chunk-2bc1db0ff224244e,chunk-7c055136b0febd63,GEOG-502.pdf,". they are formed by the process of convection in the atmosphere when the atmosphere is heated unevenly. sufficient moisture level, lifting of air and"
BAAI/bge-base-en-v1.5,512,Process of hydraulic fracturing,8,1,chunk-dd527b7490a264c3,chunk-83680896d79e252e,GEOG-502.pdf,"fundamentals of natural resource management uttarakhand open university unit 7 - resources depletion; soil, water, mineral, forests page 138 of 297 sa"
BAAI/bge-base-en-v1.5,512,Process of hydraulic fracturing,9,1,chunk-b8e2bf46a68f5518,chunk-c9f7ad239e3a1fd0,1587401677_BA(H)-Psc-Eco-Eng-BA(P)-II-Natural_Resource.pdf,. (e) desertification:desertification is a process whereby the productive potential of arid or semiarid lands falls by ten percent or more. desertific
BAAI/bge-base-en-v1.5,512,Process of hydraulic fracturing,10,1,chunk-533bb6a9b3bbd726,chunk-e64f847af0eabc72,GEOG-502.pdf,"fundamentals of natural resource management uttarakhand open university unit 7 - resources depletion; soil, water, mineral, forests page 145 of 297 ov"
BAAI/bge-base-en-v1.5,512,What is geothermal energy?,1,1,chunk-4a75aa736bd175c8,chunk-0cf9d2b6849339cf,GEOG-502.pdf,". geothermal energy: this is energy derived from the heat of the earth's crust, which can be captured and converted into electricity or heat through g"
BAAI/bge-base-en-v1.5,512,What is geothermal energy?,2,1,chunk-fc124a33638d6f9f,chunk-63e301456012655e,CHAPTER 2.pdf,produced (iii) geothermal energy geothermal literally means “earth heat”.geothermal energy harnesses the heat energy present underneath the earth
BAAI/bge-base-en-v1.5,512,What is geothermal energy?,3,1,chunk-930a769c696dda47,chunk-2837caf88e0a39f9,1587401677_BA(H)-Psc-Eco-Eng-BA(P)-II-Natural_Resource.pdf,. earth's geothermal energy originates from the original formation of the planet (20%) and from radioactive decay of minerals (80%). geothermal power 
BAAI/bge-base-en-v1.5,512,What is geothermal energy?,4,1,chunk-f6ccf6bc2cceb6ea,chunk-cb801e92bd6c0e5d,Natural_Resources_Future_Learn.docx,". together with geothermal energy (heat from the earth’s interior), the sun’s perpetual energy powers the winds, ocean currents, precipitation and mos"
BAAI/bge-base-en-v1.5,512,What is geothermal energy?,5,1,chunk-7b75ae1ca5cd5812,chunk-60efe4bac61732be,CHAPTER 2.pdf,. • setting up of geothermal power stations requires huge installation cost (iv) hydroelectric energy hydropower is the largest producer of alternativ
BAAI/bge-base-en-v1.5,512,What is geothermal energy?,6,0,chunk-683b39662ad1e8ed,chunk-5f5f6fc5c592ed72,CHAPTER 2.pdf,. what are the advantages and disadvantages of solar and wind energy? 27. how geothermal energy can be used to generate electricity. what are its adva
BAAI/bge-base-en-v1.5,512,What is geothermal energy?,7,1,chunk-2dc62e52b0d169b8,chunk-2837caf88e0a39f9,1587401677_BA(H)-Psc-Eco-Eng-BA(P)-II-Natural_Resource.pdf,". geothermal wells release greenhouse gases trapped deep within the earth, but these emissions are much lower per energy unit than those of fossil fue"
BAAI/bge-base-en-v1.5,512,What is geothermal energy?,8,1,chunk-814a81b4f3bc48a2,chunk-63e301456012655e,CHAPTER 2.pdf,. advantages: • it is a renewable resource and will not deplete • solar power generation releases no by-products • it is free of cost and can be very 
BAAI/bge-base-en-v1.5,512,What is geothermal energy?,9,1,chunk-07f27c3e6bb0be77,chunk-60efe4bac61732be,CHAPTER 2.pdf,• geothermal plant is self– sufficient (energy wise) • they are small and has little effect on landscape • cost is less disadvantages: • if constructe
BAAI/bge-base-en-v1.5,512,What is geothermal energy?,10,1,chunk-ba9e37e0cfb27517,chunk-16918514e8a1db3f,Natural_Resources_Future_Learn.docx,. every day without fail for the last 5 billion years (plus or minus a few hundred million years) the sun has delivered this solar energy. together wi
BAAI/bge-base-en-v1.5,2048,What is bauxite used for?,1,1,chunk-c267e4dafa697460,,Geography of Natural Resource and Management course code GeEs1019.pdf,"department of geography &environmental studies geography of natural resource management page 55 prospered economically than those who have not. thus, "
BAAI/bge-base-en-v1.5,2048,What is bauxite used for?,2,0,chunk-30fa9d3af59b0fe4,,Natural_Resources_India_wiki.pptx,". sillimanite refractory bricks are used in steel, glass and petrochemical industries.[104] in 2004, india produced 14,500 tonnes of sillimanite and 6"
BAAI/bge-base-en-v1.5,2048,What is bauxite used for?,3,0,chunk-c150ab3faf2e411a,,GEOG-502.pdf,". for example, minerals such as sand, gravel, and limestone are used in construction materials, while minerals such as copper and aluminium are used i"
BAAI/bge-base-en-v1.5,2048,What is bauxite used for?,4,0,chunk-23ab4d8ad53e1768,,GEOG-502.pdf,"fundamentals of natural resource management uttarakhand open university unit 7 - resources depletion; soil, water, mineral, forests page 149 of 297 mi"
BAAI/bge-base-en-v1.5,2048,What is bauxite used for?,5,0,chunk-026571c3529ea8a8,,Geography of Natural Resource and Management course code GeEs1019.pdf,.  while natural fibers grown by mineral fertilizer and synthetic fibers made from minerals are used for making cloths. some minerals are used for o
BAAI/bge-base-en-v1.5,2048,What is bauxite used for?,6,0,chunk-b8ca0f19ec430cc0,,GEOG-502.pdf,". once these minerals are extracted and used, they cannot be replaced. overexploitation:overexploitation occurs when minerals are extracted at a rate "
BAAI/bge-base-en-v1.5,2048,What is bauxite used for?,7,0,chunk-c7da4f4c3fbede1e,,GEOG-502.pdf,"fundamentals of natural resource management uttarakhand open university unit 7 - resources depletion; soil, water, mineral, forests page 148 of 297 wa"
BAAI/bge-base-en-v1.5,2048,What is bauxite used for?,8,0,chunk-847fda8bc6a13565,,Geography of Natural Resource and Management course code GeEs1019.pdf,department of geography &environmental studies geography of natural resource management page 54 vi. cleavage – it is the tendency of some minerals to 
BAAI/bge-base-en-v1.5,2048,What is bauxite used for?,9,1,chunk-60fe06a606c26e59,,CHAPTER 2.pdf,"mineral resources has, to be closely integrated with the overall strategy of development; and exploitation of minerals is to be guided by long-term na"
BAAI/bge-base-en-v1.5,2048,What is bauxite used for?,10,0,chunk-9994a1e51ea5d842,,GEOG-502.pdf,". geochemical appraisal assists in identifying sources of contamination, assessing environmental risks, and developing remediation strategies. techniq"
BAAI/bge-base-en-v1.5,2048,Environmental impact of strip mining,1,1,chunk-95e0e1bfbcb77d03,,Geography of Natural Resource and Management course code GeEs1019.pdf,department of geography &environmental studies geography of natural resource management page 56 a. removal and disturbance of the land cover and mater
BAAI/bge-base-en-v1.5,2048,Environmental impact of strip mining,2,1,chunk-040d783235f10b4e,,Geography of Natural Resource and Management course code GeEs1019.pdf,. d. social impacts associated with large-scale mining activities; result from a rapid influx of workers into mining sites. the social impacts include
BAAI/bge-base-en-v1.5,2048,Environmental impact of strip mining,3,1,chunk-f9e685267ca6de2c,,CHAPTER 2.pdf,. human population growth and increased industrialization are depleting our available resource at increasing rates. the pressure of human growth upon 
BAAI/bge-base-en-v1.5,2048,Environmental impact of strip mining,4,1,chunk-8f7e5a5752239af1,,CHAPTER 2.pdf,"soil, irregular rainfall, changing weather patterns and floods. construction of roads on hilly slopes, have not only undermined their stability, but a"
BAAI/bge-base-en-v1.5,2048,Environmental impact of strip mining,5,1,chunk-8b2f83ed9788c30d,,1587401677_BA(H)-Psc-Eco-Eng-BA(P)-II-Natural_Resource.pdf,6. mining major effects of mining operations on forest and tribal people are: • mining from shallow deposits is done by surface mining while that from
BAAI/bge-base-en-v1.5,2048,Environmental impact of strip mining,6,1,chunk-b2744f4b06d00fef,,CHAPTER 2.pdf,"minerals, minor minerals, petroleum and natural gas, this constitutes only about 0.25 per cent of the geographic area of the country and that includin"
BAAI/bge-base-en-v1.5,2048,Environmental impact of strip mining,7,1,chunk-9696f6177cbc6974,,GEOG-502.pdf,". the study evaluated factors such as land cover change, soil erosion, and water quality to identify potential environmental risks associated with the"
BAAI/bge-base-en-v1.5,2048,Environmental impact of strip mining,8,1,chunk-c313aeab8879bde4,,GEOG-502.pdf,"fundamentals of natural resource management uttarakhand open university unit 7 - resources depletion; soil, water, mineral, forests page 151 of 297 ec"
BAAI/bge-base-en-v1.5,2048,Environmental impact of strip mining,9,0,chunk-f27e75b5b0000978,,GEOG-502.pdf,". mineral depletion: the exhaustion of finite mineral resources such as oil, coal, and metals, leads to higher prices, decreased economic growth, and "
BAAI/bge-base-en-v1.5,2048,Environmental impact of strip mining,10,1,chunk-209053cd0210b383,,GEOG-502.pdf,"fundamentals of natural resource management uttarakhand open university unit 7 - resources depletion; soil, water, mineral, forests page 150 of 297 so"
BAAI/bge-base-en-v1.5,2048,What are rare earth elements?,1,1,chunk-e6aabbfcd28e2295,,Geography of Natural Resource and Management course code GeEs1019.pdf,. native elements: the elements group includes over one hundred known minerals. many of the minerals in this class are composed of only one element. g
BAAI/bge-base-en-v1.5,2048,What are rare earth elements?,2,0,chunk-301e2f4188801576,,Natural_Resources_Future_Learn.docx,". the most common examples of non-renewable resources are fossil fuels, so-called because most were created by processes that take millions of years. "
BAAI/bge-base-en-v1.5,2048,What are rare earth elements?,3,0,chunk-25a6b44dba816a22,,CHAPTER 2.pdf,". mineral resources are non renewable and include metals (e.g. iron, copper, and aluminum) and non-metals (e.g. salt, gypsum, clay, sand, phosphates)."
BAAI/bge-base-en-v1.5,2048,What are rare earth elements?,4,0,chunk-7b419f02b117affd,,Geography of Natural Resource and Management course code GeEs1019.pdf,department of geography &environmental studies geography of natural resource management page 51 7.3. major types of rock-forming minerals over 2000 mi
BAAI/bge-base-en-v1.5,2048,What are rare earth elements?,5,0,chunk-23ab4d8ad53e1768,,GEOG-502.pdf,"fundamentals of natural resource management uttarakhand open university unit 7 - resources depletion; soil, water, mineral, forests page 149 of 297 mi"
BAAI/bge-base-en-v1.5,2048,What are rare earth elements?,6,0,chunk-c150ab3faf2e411a,,GEOG-502.pdf,". for example, minerals such as sand, gravel, and limestone are used in construction materials, while minerals such as copper and aluminium are used i"
BAAI/bge-base-en-v1.5,2048,What are rare earth elements?,7,0,chunk-6eaa36aec5252f9b,,Geography of Natural Resource and Management course code GeEs1019.pdf,department of geography &environmental studies geography of natural resource management page 52 most silicate minerals formed when molten rock cools a
BAAI/bge-base-en-v1.5,2048,What are rare earth elements?,8,0,chunk-fd2d0d9c40e5557f,,GEOG-502.pdf,". proper sample handling, preservation, and storage are crucial to maintaining sample integrity. elemental analysis: elemental analysis is performed t"
BAAI/bge-base-en-v1.5,2048,What are rare earth elements?,9,0,chunk-9d27e9d390b9b082,,Geography of Natural Resource and Management course code GeEs1019.pdf,". the major and general distinction or difference between the things in our surroundings is that, some are physical elements or substances found in na"
BAAI/bge-base-en-v1.5,2048,What are rare earth elements?,10,0,chunk-6e06eefda0efdc79,,GEOG-502.pdf,"fundamentals of natural resource management uttarakhand open university unit 1 - definition, nature and classification of resources page 12 of 297 fig"
BAAI/bge-base-en-v1.5,2048,Process of hydraulic fracturing,1,0,chunk-1cae0524b91c3e8d,,GEOG-502.pdf,fundamentals of natural resource management uttarakhand open university unit 4: natural hazards and risk management page 82 of 297 4.2. objectives aft
BAAI/bge-base-en-v1.5,2048,Process of hydraulic fracturing,2,1,chunk-833efbb210e04104,,CHAPTER 2.pdf,6.\ breeding of vectors and vector-borne diseases 7.\ reservoir induced seismicity (ris) causes earthquakes 8.\ navigation and aquaculture activities 
BAAI/bge-base-en-v1.5,2048,Process of hydraulic fracturing,3,1,chunk-0a4a09682e156b8d,,GEOG-502.pdf,fundamentals of natural resource management uttarakhand open university unit 4: natural hazards and risk management page 88 of 297 fig4.4 source: prep
BAAI/bge-base-en-v1.5,2048,Process of hydraulic fracturing,4,1,chunk-c523636159fd0180,,GEOG-502.pdf,". natural water depletion:natural water depletion occurs as a result of natural processes, such as evaporation and transpiration. evaporation is the p"
BAAI/bge-base-en-v1.5,2048,Process of hydraulic fracturing,5,1,chunk-490eaacedd0a0991,,Geography of Natural Resource and Management course code GeEs1019.pdf,. this steady-natural and non-destructive (or building) process of erosion is called natural or geological erosion. soil erosion applies to the rapid 
BAAI/bge-base-en-v1.5,2048,Process of hydraulic fracturing,6,0,chunk-209053cd0210b383,,GEOG-502.pdf,fundamentals of natural resource management uttarakhand open university unit 4: natural hazards and risk management page 91 of 297 stress. due to occu
BAAI/bge-base-en-v1.5,2048,Process of hydraulic fracturing,7,0,chunk-8fc8dee98474ecb8,,GEOG-502.pdf,. the stress areas of these plate boundaries release huge amount of cumulated energy due to rupturing or slipping. the zones of stress caused by movem
BAAI/bge-base-en-v1.5,2048,Process of hydraulic fracturing,8,1,chunk-89055aa4895a31b5,,GEOG-502.pdf,fundamentals of natural resource management uttarakhand open university unit 4: natural hazards and risk management page 87 of 297 b) translational la
BAAI/bge-base-en-v1.5,2048,Process of hydraulic fracturing,9,0,chunk-687567e5fc4cafa3,,GEOG-502.pdf,fundamentals of natural resource management uttarakhand open university unit-3 problems of resources……. page 68 of 297 can be adopted in hilly areas s
BAAI/bge-base-en-v1.5,2048,Process of hydraulic fracturing,10,1,chunk-18e68c0766be9d7a,,GEOG-502.pdf,"fundamentals of natural resource management uttarakhand open university unit 7 - resources depletion; soil, water, mineral, forests page 132 of 297 sh"
BAAI/bge-base-en-v1.5,2048,What is geothermal energy?,1,1,chunk-0cf9d2b6849339cf,,GEOG-502.pdf,"fundamentals of natural resource management uttarakhand open university unit 1 - definition, nature and classification of resources page 9 of 297 sola"
BAAI/bge-base-en-v1.5,2048,What is geothermal energy?,2,1,chunk-60efe4bac61732be,,CHAPTER 2.pdf,• geothermal plant is self– sufficient (energy wise) • they are small and has little effect on landscape • cost is less disadvantages: • if constructe
BAAI/bge-base-en-v1.5,2048,What is geothermal energy?,3,1,chunk-cb801e92bd6c0e5d,,Natural_Resources_Future_Learn.docx,". together with geothermal energy (heat from the earth’s interior), the sun’s perpetual energy powers the winds, ocean currents, precipitation and mos"
BAAI/bge-base-en-v1.5,2048,What is geothermal energy?,4,1,chunk-2837caf88e0a39f9,,1587401677_BA(H)-Psc-Eco-Eng-BA(P)-II-Natural_Resource.pdf,"(1) hydel energy india has a total hydro energy potential of about 1.5 lakh mw, of which only about 20 % is installed. small hydro plant potential is "
BAAI/bge-base-en-v1.5,2048,What is geothermal energy?,5,1,chunk-63e301456012655e,,CHAPTER 2.pdf,(i)wind energy it is an effective source of energy in areas where the velocity of wind flow is high. wind energy harnesses the power of the wind to pr
BAAI/bge-base-en-v1.5,2048,What is geothermal energy?,6,1,chunk-16918514e8a1db3f,,Natural_Resources_Future_Learn.docx,"what are natural resources? natural resources are the raw materials and sources of energy that we use. petrol, metals, soil, sand, wind, water, and ev"
BAAI/bge-base-en-v1.5,2048,What is geothermal energy?,7,0,chunk-cddf5252729f53e5,,1587401677_BA(H)-Psc-Eco-Eng-BA(P)-II-Natural_Resource.pdf,". ✓ wind energy ✓ hydropower, tidal energy, ocean thermal energy, geothermal energy, biomass, biogas, biofuels etc. • the non renewable energy sources"
BAAI/bge-base-en-v1.5,2048,What is geothermal energy?,8,0,chunk-5f5f6fc5c592ed72,,CHAPTER 2.pdf,population growth are essential for the survival of our nation. a fairer sharing of resources will narrow down the gap between the rich and the poor a
BAAI/bge-base-en-v1.5,2048,What is geothermal energy?,9,1,chunk-d94260e1b51fc54f,,GEOG-502.pdf,"fundamentals of natural resource management uttarakhand open university unit 1 - definition, nature and classification of resources page 10 of 297 fos"
BAAI/bge-base-en-v1.5,2048,What is geothermal energy?,10,1,chunk-6888cd3228cba66c,,1587401677_BA(H)-Psc-Eco-Eng-BA(P)-II-Natural_Resource.pdf,. a heat engine gives greater efficiency and power when run with a large temperature difference. in the oceans the temperature difference between surf
